Price,Close,High,Low,Open,Volume
Ticker,BBDC4.SA,BBDC4.SA,BBDC4.SA,BBDC4.SA,BBDC4.SA
Date,,,,,
2025-02-27,10.501794815063477,10.63913266854818,10.465171329256037,10.575041786678355,40713100
2025-02-28,10.291206359863281,10.510947215841188,10.263738971159178,10.483479827137085,84387200
2025-03-05,10.501794815063477,10.575041786678355,10.291209116791114,10.291209116791114,41379800
2025-03-06,10.592923164367676,10.666293989560675,10.354467545165814,10.473695354766745,44187500
2025-03-07,10.721320152282715,10.822205678617946,10.473693870998911,10.528721544773488,29808500
2025-03-10,10.565408706665039,10.657121795476517,10.473694743204383,10.602094117119465,42234700
2025-03-11,10.50120735168457,10.592921304396729,10.336123461311393,10.574578163994667,43087500
2025-03-12,10.50120735168457,10.56540746844271,10.391151133219427,10.510378921885602,31708500
2025-03-13,10.684635162353516,10.748835283797755,10.446180442264936,10.510379689060038,35174100
2025-03-14,11.124860763549805,11.189060009309358,10.721320398249144,10.748835110416774,42086800
2025-03-17,11.289945602416992,11.381658686218671,11.12486082706519,11.134032397840096,23901600
2025-03-18,11.280774116516113,11.37248720100782,11.207403299063092,11.317459525242622,19650500
2025-03-19,11.381659507751465,11.49171574104686,11.207404023696053,11.280774845892983,25791100
2025-03-20,11.326632499694824,11.45503100882432,11.225746957208225,11.38166018227911,31369300
2025-03-21,11.482545852661133,11.546745107940948,11.335803323287012,11.354146467452248,74318800
2025-03-24,11.601773262023926,11.67514409236429,11.436689331082752,11.500888588968248,44562300
2025-03-25,11.794368743896484,12.188737507086762,11.601770147297636,11.647627122611468,63764400
2025-03-26,11.986970901489258,12.060341733928189,11.8310576638942,11.90442849633313,49065500
2025-03-27,11.94111156463623,12.078681619670661,11.88608301783301,12.01448237727447,40588300
2025-03-28,11.77602767944336,11.959454724754956,11.730170699453174,11.922769315692635,25978000
2025-03-31,11.620116233825684,11.711830207709497,11.52840225994187,11.711830207709497,38613400
2025-04-01,11.636759757995605,11.82354545020572,11.562045481111559,11.62742025071899,20578300
2025-04-02,11.663865089416504,11.738693341003492,11.542268957581868,11.673217951847535,18113400
2025-04-03,11.888348579406738,12.038005066659146,11.551621483088821,11.551621483088821,46295700
2025-04-04,11.757396697998047,11.841578680698643,11.542265757339079,11.673214715297451,48847400
2025-04-07,11.560975074768066,11.850935206152064,11.355197837809703,11.589036336917639,50116900
2025-04-08,11.24295425415039,11.729337816047959,11.14006475473174,11.663863328798264,56053800
2025-04-09,11.663865089416504,11.804167838136324,11.055884430243326,11.140066436284469,64688900
2025-04-10,11.645156860351562,11.645156860351562,11.373904242117682,11.589036121143485,29807400
2025-04-11,11.804166793823242,11.972530791010385,11.645156550262728,11.710631933626086,28170600
2025-04-14,11.90705394744873,12.000589688198358,11.766751228347223,11.972529322782643,18681300
2025-04-15,11.91640853881836,12.01929803929074,11.87899441828922,11.897701924565288,20639200
2025-04-16,11.897701263427734,12.122185974128291,11.860287144977642,11.869640005572956,29640200
2025-04-17,11.953822135925293,12.05671163189245,11.794811907633285,11.944469275219788,26318600
2025-04-22,11.90705394744873,12.009943440677906,11.785458733306323,11.897701086992114,23746500
2025-04-23,12.299904823303223,12.37473307242875,11.991238072654642,11.991238072654642,38980300
2025-04-24,12.496328353881836,12.580510351452148,12.309257743738387,12.337318112254147,28878200
2025-04-25,12.515034675598145,12.636630783680674,12.430852686000783,12.486974309740006,26229400
2025-04-28,12.48697566986084,12.69275289793169,12.458914408923231,12.524389792421271,19185700
2025-04-29,12.627277374267578,12.758227238536401,12.468267143377927,12.477620896259193,29771000
2025-04-30,12.842409133911133,12.861116640832487,12.468267915714307,12.533742405892996,55291100
2025-05-02,12.571154594421387,12.86111466294885,12.55244798239991,12.78628643081716,27262900
2025-05-05,12.457796096801758,12.7200652344326,12.40159512066733,12.598297197211513,32690500
2025-05-06,12.401595115661621,12.448429113540707,12.289194056722344,12.41096209389428,26635800
2025-05-07,12.214259147644043,12.51399528347104,12.129958136121664,12.448428227079921,45197400
2025-05-08,14.125080108642578,14.321782189322363,13.581807865485882,13.581807865485882,218670200
2025-05-09,14.162545204162598,14.368614235267497,13.890909119504185,14.068878112412449,58078200
2025-05-12,13.956477165222168,14.237480247017308,13.853443088987092,14.200013228996902,28273600
2025-05-13,14.256214141845703,14.284314181920077,13.956477105677097,13.956477105677097,41967000
2025-05-14,14.237480163574219,14.41544916809124,14.190646168002152,14.246847141345466,44162100
2025-05-15,14.377983093261719,14.555951216166504,14.284315095974426,14.303049052745575,37314300
2025-05-16,14.424814224243164,14.462281239372986,14.22811217149057,14.284313140827356,35982000
2025-05-19,14.555951118469238,14.668352178489036,14.359249040113538,14.387349081797431,34562300
2025-05-20,14.696452140808105,14.715186097352346,14.481017000254623,14.565318018135276,27806300
2025-05-21,14.434181213378906,14.668350281456524,14.303047106957267,14.612150205356995,25605500
2025-05-22,14.471650123596191,14.696452244000259,14.312415064988922,14.36861604173205,46122600
2025-05-23,14.649617195129395,14.69645029403647,14.050144060307337,14.396714173267494,35866200
2025-05-26,14.724552154541016,14.846320184608828,14.518483111865935,14.612151102159379,16875000
2025-05-27,15.02428913116455,15.211623324480568,14.799486133960187,14.836953151280222,51944300
2025-05-28,15.127324104309082,15.286559170104695,15.024290911077937,15.03365610327016,53685300
2025-05-29,15.06175708770752,15.314660155350632,15.024290959113278,15.071124066498212,35789500
2025-05-30,15.17415714263916,15.192889311301585,14.836953094759261,15.024289073929939,55543700
2025-06-02,15.21162223815918,15.455158279989622,15.174156116798903,15.286556267447917,26220300
2025-06-03,15.473241806030273,15.510753553813133,15.201287000580288,15.323198392216,50865800
2025-06-04,15.426352500915527,15.745195173312379,15.35133080086088,15.49199626488104,36692500
2025-06-05,14.976222038269043,15.473241045688045,14.910577377204055,15.473241045688045,36435500
2025-06-06,14.966841697692871,15.051240429512362,14.85430916093778,14.966841697692871,19352100
2025-06-09,14.854308128356934,15.032485303246867,14.582354293187757,14.948084788636177,28177300
2025-06-10,14.844929695129395,15.041862732054176,14.78866387971861,14.994973061996836,27623200
2025-06-11,15.304439544677734,15.341951285172076,14.676132200663375,14.788665633488169,48251000
2025-06-12,15.454482078552246,15.510749686196165,15.135639456535914,15.201283210129018,38328100
2025-06-13,15.276307106018066,15.426350486534615,15.135639871707887,15.248173301424393,29855200
2025-06-16,15.604528427124023,15.69830600240076,15.398219192441987,15.416975065229028,25238300
2025-06-17,15.838972091674805,15.838972091674803,15.576397017000481,15.59515110186397,33555400
2025-06-18,15.717060089111328,15.895237283023338,15.576394636510592,15.595148718507957,32449600
2025-06-20,15.585773468017578,15.698305121105406,15.463862090404325,15.59514961522625,39693200
2025-06-23,15.463862419128418,15.557639991134009,15.25755319164285,15.557639991134009,25046300
2025-06-24,15.510750770568848,15.763947868035213,15.482616964780025,15.567016593488233,32515100
2025-06-25,15.37946605682373,15.613909142411467,15.37946605682373,15.50137746297828,33727300
2025-06-26,15.520124435424805,15.520124435424805,15.220037709629164,15.445102753975894,27870800
2025-06-27,15.538881301879883,15.59514711941916,15.295060374332225,15.388837929336415,28697200
2025-06-30,15.78270435333252,15.78270435333252,15.454483760977704,15.501373439118867,30209500
2025-07-01,15.923185348510742,16.037739617039833,15.808629259174381,15.827722244198318,24480600
2025-07-02,15.635491371154785,15.941319750160494,15.48257718165193,15.941319750160494,29531300
2025-07-03,16.008224487304688,16.13246662155621,15.635496261668628,15.654609174173977,34023600
2025-07-04,15.931766510009766,16.046453093268422,15.883981496999475,15.922209142831427,11797800
2025-07-07,15.778851509094238,16.027337574932098,15.721509131710521,15.922208363994189,22852900
2025-07-08,15.817079544067383,15.817079544067383,15.683280052570638,15.788409266107426,18149600
2025-07-09,15.635491371154785,15.817075831888845,15.606819277042652,15.797962925361684,22687500
2025-07-10,15.425240516662598,15.473027363489534,15.329670468772358,15.434797886027985,24133500
2025-07-11,15.339219093322754,15.396563283638098,15.214976993401494,15.32966355115119,20943500
2025-07-14,15.396567344665527,15.444352359651186,15.243652197812914,15.300995491812737,16403700
2025-07-15,15.387007713317871,15.587706934188043,15.195864035733816,15.463464819775252,20723100
2025-07-16,15.34877872467041,15.473022665817668,15.20542187347695,15.434793199962739,18619600
2025-07-17,15.320109367370605,15.377451746712293,15.176751596135015,15.320109367370605,19360000
2025-07-18,14.976052284240723,15.253209563755295,14.918708990247033,15.224538372478818,43557800
2025-07-21,14.985610008239746,15.157638071430958,14.880480785324314,15.004723832398431,28460200
2025-07-22,14.937823295593262,15.10985226118389,14.880480003249481,15.023837778388575,22020400
2025-07-23,15.176751136779785,15.262765614629599,14.918707703230343,14.937822436726151,23447100
2025-07-24,14.985610008239746,15.090738319714418,14.870924328965351,15.090738319714418,40868200
2025-07-25,14.87092399597168,15.062066790482218,14.804023334312438,15.02383823158011,21825400
2025-07-28,14.75623607635498,14.95693622034186,14.593765399261466,14.918707664889151,24295500
2025-07-29,14.727563858032227,14.890035435208127,14.679777939196857,14.775349776867596,28054200
2025-07-30,14.966492652893066,15.100293044346376,14.641549496106887,14.660664228360472,45351600
2025-07-31,14.84225082397461,15.234093752352923,14.708451333176555,15.148080184600175,63011500
2025-08-01,14.87092399597168,15.148081275872144,14.82313806948386,15.014280863994399,30228600
2025-08-04,14.984766960144043,15.252693574981732,14.927354570384136,15.051748385715095,25590900
2025-08-05,15.013473510742188,15.195281545247642,14.93692304754626,14.93692304754626,31469200
2025-08-06,14.994336128234863,15.185712283378672,14.965629933101665,15.08045562618795,24917500
2025-08-07,15.109163284301758,15.118732321123865,14.94649330854024,15.04218185165416,27653400
2025-08-08,15.271831512451172,15.300537707078961,15.070886324949704,15.070886324949704,25120200
2025-08-11,15.214417457580566,15.271830756547855,15.128298877959775,15.262261721294403,13742600
2025-08-12,15.568463325500488,15.63544474228017,15.233554416495357,15.281398676717998,31596100
2025-08-13,15.434500694274902,15.654584867740823,15.348383022179325,15.48234587333574,29193000
2025-08-14,15.319676399230957,15.568465862894437,15.185712631284426,15.262263095095726,29789000
2025-08-15,15.338813781738281,15.396226170738405,15.19528098413103,15.243125250000112,20291000
2025-08-18,15.645017623901367,15.731137130967996,15.329246706359454,15.405797176517883,42207700
2025-08-19,15.109163284301758,15.377089927445722,15.023043778009946,15.367520890623615,44185500
2025-08-20,15.15700626373291,15.243125762683086,14.956061070367001,15.080455800789087,31984600
2025-08-21,15.109163284301758,15.176144716949354,14.956062345362348,14.984768543275093,26082100
2025-08-22,15.606738090515137,15.606738090515137,15.080453950487353,15.166573438871067,36922300
2025-08-25,15.645017623901367,15.683291946426996,15.530191006110138,15.635448586993167,24075600
2025-08-26,15.606738090515137,15.702426613731129,15.49191332274137,15.625876160179692,37241300
2025-08-27,15.721566200256348,15.75984051817149,15.444069638667008,15.616308632052535,20684700
2025-08-28,16.066043853759766,16.200006701344325,15.731134909691452,15.788547297926703,32140300
2025-08-29,16.104318618774414,16.16173100860642,16.00863008564976,16.075611511304928,32575000
2025-09-01,15.999059677124023,16.20957479695768,15.989490642121876,16.113886272043,13494400
2025-09-02,15.816065788269043,15.892703222481675,15.595733393305297,15.768166249898298,25223800
2025-09-03,15.806487083435059,15.950182055121056,15.7490094601968,15.816066991838218,18858600
2025-09-04,16.122615814208984,16.189673341949856,15.749008544120944,15.768166532632199,22151800
2025-09-05,16.515382766723633,16.72613525609157,16.151355407418908,16.189673211312815,31586500
