Price,Close,High,Low,Open,Volume
Ticker,ITUB4.SA,ITUB4.SA,ITUB4.SA,ITUB4.SA,ITUB4.SA
Date,,,,,
2025-02-27,26.669265747070312,26.978804474121464,26.669265747070312,26.856618690387503,23485390
2025-02-28,26.017602920532227,26.80774328739739,26.017602920532227,26.669265713939648,40016653
2025-03-05,26.406902313232422,26.545458218527926,26.080891630195293,26.41505359305379,29404182
2025-03-06,26.4558048248291,26.675862961529308,26.252047486547035,26.406902429574693,21081617
2025-03-07,26.569908142089844,26.830717389177405,26.284648578492945,26.390601124230997,23391804
2025-03-10,26.80626678466797,26.80626678466797,26.292799541972936,26.44765449053702,31361893
2025-03-11,26.569908142089844,26.85516770568674,26.415053202036724,26.85516770568674,21005253
2025-03-12,26.651411056518555,26.732915049139105,26.41505388116005,26.667711855042665,20300754
2025-03-13,27.083375930786133,27.16487816174286,26.602510302326444,26.651410936381907,32681045
2025-03-14,27.963607788085938,28.159213854385612,27.164879201219854,27.221931117331966,35848233
2025-03-17,28.80308723449707,28.892740753438755,27.914706848284418,27.94730844813532,30713817
2025-03-18,28.95794105529785,29.217934840987187,28.823462543459947,28.96690781587736,30775164
2025-03-19,29.029661178588867,29.235863183178736,28.904145919410166,29.137244680001295,25414117
2025-03-20,28.760704040527344,29.182071310313667,28.554502024355248,28.984836054176522,32136515
2025-03-21,28.82345962524414,28.957938123466842,28.671049368974433,28.78759787044646,49041184
2025-03-24,28.850357055664062,28.975870566106178,28.63519003130816,28.760705303046763,32838563
2025-03-25,29.08345603942871,29.54068684997513,28.957940766827623,28.957940766827623,19574017
2025-03-26,28.769664764404297,29.226895511789998,28.653116268393113,29.18206876071733,32860090
2025-03-27,28.805530548095703,28.868287303860086,28.65312027764134,28.823462307811603,29373952
2025-03-28,28.411062240600586,28.814499590725184,28.21382518512377,28.671056060648183,22939851
2025-03-31,28.160030364990234,28.330370639281185,27.87313981337715,28.330370639281185,26139340
2025-04-01,28.166889190673828,28.409089063685094,27.960571237220044,28.157919151356136,12749134
2025-04-02,28.17586326599121,28.364241156011172,27.969545295888146,28.13998134353816,12147820
2025-04-03,28.67819595336914,28.88451388451156,27.888806144476654,27.942628136849176,32876673
2025-04-04,27.93366241455078,28.47188242143674,27.727344451530033,28.328358261125008,32585286
2025-04-07,27.987483978271484,28.36423973949616,27.39544021765371,27.718373979030112,33261069
2025-04-08,27.996456146240234,28.498796024538027,27.799108211031324,28.2924780490536,37102660
2025-04-09,28.50776481628418,29.0190747124641,27.646612790959527,27.8080787957079,37906369
2025-04-10,28.39115333557129,28.740997258576666,27.92469535899311,28.400123376263508,36347258
2025-04-11,28.53467559814453,28.8217256747574,28.20277179927393,28.489823638173544,28350853
2025-04-14,29.00113296508789,29.171568999918588,28.678199211873533,28.84863700899094,27027200
2025-04-15,29.368921279907227,29.413773245694138,28.88452145923818,28.965255350112013,25716216
2025-04-16,29.324064254760742,29.530382204411755,29.15362822400585,29.243330377816143,32431301
2025-04-17,29.377887725830078,29.44965156722266,29.028043845329833,29.21642172612691,20502356
2025-04-22,29.951988220214844,30.086542324504325,29.261270572325635,29.333032643794255,21624747
2025-04-23,30.579917907714844,30.651678230588924,30.095518105445716,30.221102195049177,28074813
2025-04-24,31.171958923339844,31.225779160668758,30.561971561597655,30.633735402609705,27701953
2025-04-25,31.055343627929688,31.36930560899727,30.947699620837195,31.171961199805832,32716096
2025-04-28,31.387245178222656,31.45900549067488,30.920785524416676,31.046369595781375,15664343
2025-04-29,31.638418197631836,31.772972328792957,31.261662400892092,31.396220056627055,25215842
2025-04-30,31.916500091552734,32.00620402070524,31.423130243500882,31.441070324416614,32424606
2025-05-02,31.8336181640625,32.02208955983867,31.1874335439641,31.78874217508936,39184393
2025-05-05,31.268198013305664,31.761812639929538,31.187427595940182,31.636166242149603,28440154
2025-05-06,31.106660842895508,31.304106739186828,30.891265960818313,31.25025625550586,17773062
2025-05-07,31.447694778442383,31.537443212652317,31.16947498502383,31.33999736265496,13799837
2025-05-08,31.69899559020996,32.30927868191425,31.537447680481495,31.950288420539785,34181683
2025-05-09,33.413177490234375,33.4311264730092,32.12080841457382,32.6682700208198,59744738
2025-05-12,32.740074157714844,33.60165366463237,32.53365377365558,33.60165366463237,27701747
2025-05-13,33.14392852783203,33.305476407700304,32.7759638424113,32.9195592151546,25374256
2025-05-14,33.36830139160156,33.51189676445145,33.036234667539574,33.15290656916555,18405585
2025-05-15,33.817047119140625,33.8978210760979,33.40420636838467,33.52985278680537,27141221
2025-05-16,34.01449203491211,34.10424048160978,33.53882632531137,33.81704615744184,30524874
2025-05-19,34.418357849121094,34.63375270795797,33.84396920800746,33.94269214550127,25052690
2025-05-20,34.37348556518555,34.44528150094949,33.97859381319194,34.44528150094949,18517546
2025-05-21,33.68242263793945,34.28373471574624,33.40420282738943,34.274756698082165,20822892
2025-05-22,33.4490852355957,33.87090051495581,33.332409773100714,33.78115205797996,23576494
