Price,Close,High,Low,Open,Volume
Ticker,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
Date,,,,,
2025-02-27,32.873836517333984,32.99057057330367,31.8591555624495,32.649349792605285,129693500
2025-02-28,32.26323318481445,32.81995931740101,32.15548051327414,32.76608469432868,55476800
2025-03-05,31.08692169189453,31.52691719384023,31.024065680958813,31.446101833294925,48552000
2025-03-06,30.763662338256836,31.535897296917693,30.557134941818966,31.257535922560354,47749600
2025-03-07,31.095903396606445,31.365286792706875,30.736723251542053,30.790601300920432,28074700
2025-03-10,31.08692169189453,31.08692169189453,30.53019555558004,31.051006418071044,35037200
2025-03-11,30.619991302490234,31.338351642165332,30.44938260578518,31.20365822212726,28805400
2025-03-12,30.619991302490234,30.88937814256638,30.49427927066588,30.673869355584657,20149100
2025-03-13,30.92529296875,31.015089722599313,30.56611622954048,30.691828259533608,19263600
2025-03-14,31.877117156982422,32.11058185997207,30.862436130621163,31.068963520872426,41529400
2025-03-17,32.469764709472656,32.69425146864362,31.966913135787095,31.975894524375754,31175900
2025-03-18,32.496700286865234,32.69424972049958,32.245276226164016,32.496700286865234,15086400
2025-03-19,32.469764709472656,32.62241748691489,32.353030635592845,32.56853943157126,21180500
2025-03-20,32.541603088378906,32.7571084653968,32.110585483550715,32.469765679108804,46921900
2025-03-21,33.04444885253906,33.25097625110166,32.487722672700926,32.52364137472815,61175700
2025-03-24,32.999549865722656,33.170158550253326,32.77506313194223,32.95465320404572,20348000
2025-03-25,33.25996017456055,33.69097435555359,32.891802014208395,33.089348039624234,28036100
2025-03-26,33.57423782348633,33.78974661092725,33.35873246144137,33.35873246144137,26870300
2025-03-27,33.82566452026367,34.095051381879735,33.57424043651133,33.6101591414463,28444400
2025-03-28,33.61015319824219,34.0142299938181,33.30485111107323,33.80770261505611,22057700
2025-03-31,33.36771011352539,33.79872425899725,33.29587613531138,33.538318809005105,26049400
2025-04-01,33.49342346191406,34.0950497519266,33.40363012926554,33.49342346191406,19075600
2025-04-02,33.403629302978516,33.49342263340587,33.071389869922115,33.46648531935686,16959200
2025-04-03,32.32609176635742,32.59547517933121,31.975892986951898,32.460785185542285,65896000
2025-04-04,31.024065017700195,31.43711977370303,30.35958622332965,31.194677122645952,87263200
2025-04-07,29.793882369995117,31.024068827143115,29.731026352685106,30.45836124595697,85724900
2025-04-08,28.734304428100586,30.476320400911618,28.626550032908085,30.260815035922633,62128500
2025-04-09,29.901636123657227,30.15306362729437,27.872277294863235,28.114721697067313,106391600
2025-04-10,28.042882919311523,29.650208786598398,28.01594560685954,29.63224943649848,71250600
2025-04-11,28.599611282348633,29.003686390457165,27.638808300317642,28.28532950091005,65329400
2025-04-14,28.491857528686523,29.52449793542523,28.231453792673552,29.2730704494234,56015200
2025-04-15,27.83635711669922,28.61757176356144,27.81839776557641,28.49185801839978,58276900
2025-04-16,27.83635711669922,28.25839159189725,27.701665408674142,28.096762569885954,73227700
2025-04-17,28.38672637939453,28.69037686314271,28.027865440380907,28.22109852370408,65752700
2025-04-22,28.451139450073242,28.75478996186845,27.908248875188917,28.340720284396305,41683900
2025-04-23,28.129085540771484,29.242471924256535,28.06467509186096,28.846805732316884,71566500
2025-04-24,28.000263214111328,28.377525899952705,27.6598057450322,28.349920671091258,61589200
2025-04-25,28.08307647705078,28.27630780932149,27.788627729750864,27.917448617931335,35581500
2025-04-28,27.972658157348633,28.32231737153282,27.834635522298257,28.119882535409438,27362000
2025-04-29,28.119882583618164,28.34992089411418,27.74261989480894,27.880642530095944,33041100
2025-04-30,27.595396041870117,28.138286605380767,27.567790812265944,27.98186048106324,52798300
2025-05-02,28.34992027282715,28.34992027282715,27.576991426094988,27.78862800095362,33146600
2025-05-05,27.291746139526367,28.175094200796373,27.291746139526367,28.12908548377272,59011700
2025-05-06,27.742618560791016,27.96345511764179,27.567788961805963,27.705813345509025,52751300
2025-05-07,27.871442794799805,27.880642782856384,27.512581833736597,27.880642782856384,35050400
2025-05-08,28.257904052734375,28.55235455226219,28.01866576413827,28.14748665108278,44665000
2025-05-09,28.441936492919922,28.690378288800957,28.193494697038883,28.6167660998421,25075600
2025-05-12,29.122848510742188,29.601326842245115,29.122848510742188,29.352886811387943,53493600
2025-05-13,29.564523696899414,29.674941099556474,28.846803559416653,29.233267978822298,56165300
2025-05-14,29.362089157104492,29.555320491190397,29.168857823018588,29.444903087442164,28060100
2025-05-15,29.325284957885742,29.527718041813294,29.067641415116363,29.168858834606663,32468300
2025-05-16,29.463306427001953,29.592127315753846,29.13205070729368,29.297678567147816,48111800
2025-05-19,29.42650032043457,29.536917726879345,29.168858535361405,29.297679427897986,30200500
2025-05-20,29.54612159729004,29.82216687193347,29.39889721680647,29.49091113831891,33485800
2025-05-21,29.21486473083496,29.80376222993405,29.15965602905767,29.638134369549185,28724100
2025-05-22,28.828401565551758,29.122850327942796,28.717982402128587,29.113648584736442,42207300
2025-05-23,28.892810821533203,28.892810821533203,28.405130737077684,28.607563814110826,25732400
2025-05-26,28.800796508789062,29.01243309369925,28.653572126709932,28.94802089086819,21277100
2025-05-27,29.012432098388672,29.141252989525267,28.85600597841437,29.00323035544277,34361500
2025-05-28,28.9204158782959,29.187259398480037,28.9204158782959,29.14125243967163,30516200
2025-05-29,28.745586395263672,28.984826443178807,28.570756791969345,28.966422957557725,20778800
2025-05-30,28.4327335357666,28.77319099207105,28.4327335357666,28.66277183582143,45127700
2025-06-02,28.598363876342773,29.122850965210294,28.533953427541935,29.113649221802586,35111000
2025-06-03,28.607051849365234,28.720796568768275,27.858224913546387,28.322686434978195,59828700
2025-06-04,27.820310592651367,28.862980162217838,27.744480177115975,28.663924191475104,41952900
2025-06-05,27.829790115356445,28.095195670478972,27.687606501752523,27.96249289291771,23774000
2025-06-06,28.123632431030273,28.27529326305145,27.82978979498171,27.915099238986087,28069300
2025-06-09,27.64969253540039,27.934056150206136,27.35584989237582,27.69708586855476,43834800
2025-06-10,28.48382568359375,28.644965539244144,27.820310013457767,27.877182371940354,46241800
2025-06-11,29.43170738220215,29.535974881567064,28.720796558400746,28.720796558400746,52432400
2025-06-12,30.095226287841797,30.246887126074476,29.12838708815361,29.19473847888793,51729500
2025-06-13,30.834571838378906,31.441215179822645,30.49333405484692,31.384344626487007,74902600
